# Tetrahedron method
       -0.8520603735        0.0000000000
       -0.8009949873        0.0000000000
       -0.7499296011        0.0000000000
       -0.6988642149        0.0000000000
       -0.6477988287        0.0000000000
       -0.5967334425        0.0000000000
       -0.5456680563        0.0000000000
       -0.4946026701        0.0000000000
       -0.4435372839        0.0000000000
       -0.3924718977        0.0000000000
       -0.3414065115        0.0000000000
       -0.2903411253        0.0000000000
       -0.2392757390        0.0000000000
       -0.1882103528        0.0000000000
       -0.1371449666        0.0000000000
       -0.0860795804        0.0000000000
       -0.0350141942        0.0000000000
        0.0160511920        0.0000070530
        0.0671165782        0.0001128481
        0.1181819644        0.0003455972
        0.1692473506        0.0007053005
        0.2203127368        0.0014797739
        0.2713781230        0.0027132780
        0.3224435092        0.0037351904
        0.3735088954        0.0050962372
        0.4245742816        0.0070853905
        0.4756396678        0.0087445798
        0.5267050540        0.0108351069
        0.5777704402        0.0129648309
        0.6288358265        0.0154176129
        0.6799012127        0.0184232357
        0.7309665989        0.0213289872
        0.7820319851        0.0243796613
        0.8330973713        0.0279243070
        0.8841627575        0.0314213548
        0.9352281437        0.0353012224
        0.9862935299        0.0395957114
        1.0373589161        0.0440506806
        1.0884243023        0.0487003403
        1.1394896885        0.0535623310
        1.1905550747        0.0586361247
        1.2416204609        0.0643032794
        1.2926858471        0.0701992801
        1.3437512333        0.0760845081
        1.3948166195        0.0828457627
        1.4458820057        0.0894179914
        1.4969473920        0.0961933271
        1.5480127782        0.1040178048
        1.5990781644        0.1119572437
        1.6501435506        0.1200571233
        1.7012089368        0.1286102668
        1.7522743230        0.1377204188
        1.8033397092        0.1472444618
        1.8544050954        0.1571608889
        1.9054704816        0.1677694545
        1.9565358678        0.1792055678
        2.0076012540        0.1903190288
        2.0586666402        0.2024259879
        2.1097320264        0.2158473828
        2.1607974126        0.2292893141
        2.2118627988        0.2437660211
        2.2629281850        0.2590497007
        2.3139935712        0.2749791468
        2.3650589575        0.2926098973
        2.4161243437        0.3107095980
        2.4671897299        0.3302372615
        2.5182551161        0.3517639405
        2.5693205023        0.3742978338
        2.6203858885        0.3987599224
        2.6714512747        0.4256342684
        2.7225166609        0.4557093935
