# Tetrahedron method
       -0.8757480180        0.0000000000
       -0.8232938915        0.0000000000
       -0.7708397650        0.0000000000
       -0.7183856385        0.0000000000
       -0.6659315120        0.0000000000
       -0.6134773854        0.0000000000
       -0.5610232589        0.0000000000
       -0.5085691324        0.0000000000
       -0.4561150059        0.0000000000
       -0.4036608794        0.0000000000
       -0.3512067529        0.0000000000
       -0.2987526263        0.0000000000
       -0.2462984998        0.0000000000
       -0.1938443733        0.0000000000
       -0.1413902468        0.0000000000
       -0.0889361203        0.0000000000
       -0.0364819938        0.0000000000
        0.0159721328        0.0000094763
        0.0684262593        0.0001516202
        0.1208803858        0.0004643367
        0.1733345123        0.0009476260
        0.2257886388        0.0023297508
        0.2782427653        0.0035973523
        0.3306968919        0.0050450724
        0.3831510184        0.0073839735
        0.4356051449        0.0095163182
        0.4880592714        0.0120683087
        0.5405133979        0.0148917442
        0.5929675244        0.0181524656
        0.6454216510        0.0220401311
        0.6978757775        0.0260267963
        0.7503299040        0.0307100745
        0.8027840305        0.0357785365
        0.8552381570        0.0409094693
        0.9076922835        0.0475123763
        0.9601464101        0.0542855431
        1.0126005366        0.0615256480
        1.0650546631        0.0702388711
        1.1175087896        0.0790568583
        1.1699629161        0.0894091942
        1.2224170426        0.1012205925
        1.2748711692        0.1139713291
        1.3273252957        0.1291883742
        1.3797794222        0.1455332613
        1.4322335487        0.1651981345
        1.4846876752        0.1881374046
        1.5371418017        0.2165160322
        1.5895959283        0.2790931687
        1.6420500548        0.5057179022
        1.6945041813        0.7397987596
        1.7469583078        0.9052880384
        1.7994124343        0.9600922000
        1.8518665608        1.0248999050
        1.9043206873        1.0950193157
        1.9567748139        1.3453035811
        2.0092289404        1.6290741536
        2.0616830669        2.2341281338
        2.1141371934        2.2509980024
        2.1665913199        2.2802765497
        2.2190454464        2.1322727410
        2.2714995730        1.7335689003
        2.3239536995        1.4649853692
        2.3764078260        1.3071687364
        2.4288619525        1.1536138546
        2.4813160790        1.0622846271
        2.5337702055        0.9638193424
        2.5862243321        0.8957211948
        2.6386784586        0.8482119127
        2.6911325851        0.8035288638
        2.7435867116        0.7705211647
        2.7960408381        0.7465191696
        2.8484949646        0.7376290841
        2.9009490912        0.7217317943
        2.9534032177        0.7213474372
        3.0058573442        0.7452331211
        3.0583114707        0.7704562407
        3.1107655972        0.7914356519
        3.1632197237        0.8135158021
        3.2156738503        0.8312170228
        3.2681279768        0.8571209795
        3.3205821033        0.6300364430
        3.3730362298        0.4815897494
        3.4254903563        0.3680598118
        3.4779444828        0.2493783883
        3.5303986094        0.0766458395
        3.5828527359        0.0797539018
        3.6353068624        0.0834669078
        3.6877609889        0.0872963512
        3.7402151154        0.0910153638
        3.7926692419        0.0946872771
        3.8451233685        0.0992510025
        3.8975774950        0.1036729424
        3.9500316215        0.1079832423
        4.0024857480        0.1128019879
        4.0549398745        0.1180291462
        4.1073940010        0.1231472639
        4.1598481276        0.1283326521
        4.2123022541        0.1344504061
        4.2647563806        0.1404697803
        4.3172105071        0.1463928801
        4.3696646336        0.1533924643
        4.4221187601        0.1604330300
        4.4745728867        0.1673844338
        4.5270270132        0.1754312612
        4.5794811397        0.1836305017
        4.6319352662        0.1917555970
        4.6843893927        0.2011437765
        4.7368435192        0.2107043001
        4.7892976458        0.2202545549
        4.8417517723        0.2314362963
        4.8942058988        0.2426334445
        4.9466600253        0.2543990592
        4.9991141518        0.2674944351
        5.0515682783        0.2808425426
        5.1040224049        0.2954664775
        5.1564765314        0.3111978898
        5.2089306579        0.3275355746
        5.2613847844        0.3462699255
        5.3138389109        0.3659576038
        5.3662930374        0.3877692449
        5.4187471639        0.4123595749
        5.4712012905        0.4392844781
        5.5236554170        0.4711525436
        5.5761095435        0.5083106126
        5.6285636700        0.5538483801
        5.6810177965        0.6141781355
        5.7334719230        0.7012115192
        5.7859260496        0.8705524918
        5.8383801761        1.0745120951
        5.8908343026        0.7282621942
        5.9432884291        0.5705979918
        5.9957425556        0.4236230953
        6.0481966821        0.3929928757
        6.1006508087        0.3672394608
        6.1531049352        0.3440087018
        6.2055590617        0.3218611942
